day,timestamp,GALAXY_SOUNDS_BLACK_HOLES,PEBBLES_XL,SNACKPACK_CHOCOLATE,SNACKPACK_PISTACHIO,global_time,portfolio_price,portfolio_change
2,19400,9757.5,9344.0,10071.5,9981.5,19400,24182.25,-817.75
2,19500,9743.5,9312.0,10083.5,9992.5,19500,24142.75,-857.25
2,19600,9746.0,9338.5,10089.5,9996.5,19600,24175.75,-824.25
2,19700,9744.0,9315.0,10088.0,9998.5,19700,24147.75,-852.25
2,19800,9731.0,9325.0,10083.5,10004.5,19800,24137.25,-862.75
2,19900,9722.0,9341.0,10070.5,10010.5,19900,24128.25,-871.75
2,20000,9706.5,9368.0,10070.5,10014.5,20000,24137.75,-862.25
2,20100,9702.5,9326.0,10082.5,10010.5,20100,24105.75,-894.25
2,20200,9703.5,9310.0,10082.5,10004.5,20200,24093.75,-906.25
2,20300,9715.5,9326.0,10073.5,10002.5,20300,24113.75,-886.25
2,20400,9714.5,9325.0,10068.5,9994.5,20400,24110.75,-889.25
2,20500,9710.5,9356.0,10072.5,9989.5,20500,24144.25,-855.75
2,20600,9713.5,9330.0,10068.0,9988.5,20600,24117.25,-882.75
2,20700,9720.5,9322.0,10077.5,9980.5,20700,24129.75,-870.25
2,20800,9716.0,9356.0,10073.5,9987.5,20800,24151.75,-848.25
2,20900,9722.0,9361.0,10073.5,9988.5,20900,24162.25,-837.75
2,21000,9732.5,9395.0,10072.5,9990.5,21000,24204.75,-795.25
2,21100,9729.0,9378.0,10062.5,9989.5,21100,24174.75,-825.25
2,21200,9737.0,9368.0,10046.5,9990.5,21200,24156.25,-843.75
2,21300,9733.0,9353.0,10058.5,9982.5,21300,24153.25,-846.75
2,21400,9729.5,9359.0,10083.5,9981.5,21400,24181.25,-818.75
2,21500,9704.5,9364.0,10078.5,9987.5,21500,24153.25,-846.75
2,21600,9697.0,9339.0,10090.5,9989.5,21600,24131.75,-868.25
2,21700,9692.0,9336.5,10082.5,9993.5,21700,24114.25,-885.75
2,21800,9711.5,9329.0,10079.5,10002.5,21800,24118.75,-881.25
2,21900,9704.5,9390.0,10069.5,10008.5,21900,24159.75,-840.25
2,22000,9692.5,9361.0,10063.5,10008.5,22000,24112.75,-887.25
2,22100,9694.0,9311.5,10073.5,10006.5,22100,24075.75,-924.25
2,22200,9691.0,9327.0,10073.5,10001.5,22200,24090.75,-909.25
2,22300,9698.0,9343.5,10080.5,9996.5,22300,24123.75,-876.25
2,22400,9713.0,9321.0,10082.5,9996.5,22400,24118.25,-881.75
2,22500,9719.0,9320.0,10078.5,9995.5,22500,24119.75,-880.25
2,22600,9708.0,9324.0,10073.5,9989.5,22600,24110.75,-889.25
2,22700,9696.0,9357.5,10072.5,9984.5,22700,24133.75,-866.25
2,22800,9692.5,9374.0,10074.5,9982.5,22800,24149.75,-850.25
2,22900,9689.0,9362.0,10074.5,9985.5,22900,24132.75,-867.25
2,23000,9693.5,9394.0,10077.5,9985.5,23000,24172.25,-827.75
2,23100,9695.5,9416.0,10058.5,9988.5,23100,24175.75,-824.25
2,23200,9702.5,9427.5,10066.0,9975.5,23200,24208.25,-791.75
2,23300,9687.5,9459.5,10074.5,9976.5,23300,24233.25,-766.75
2,23400,9672.5,9468.0,10072.0,9978.5,23400,24223.25,-776.75
2,23500,9682.5,9462.0,10074.5,9973.5,23500,24232.25,-767.75
2,23600,9693.0,9501.5,10077.5,9976.5,23600,24283.75,-716.25
2,23700,9685.5,9510.0,10074.5,9970.5,23700,24284.75,-715.25
2,23800,9693.0,9499.0,10068.5,9963.5,23800,24278.75,-721.25
2,23900,9700.0,9464.5,10068.0,9955.5,23900,24254.75,-745.25
2,24000,9699.0,9504.5,10076.5,9958.5,24000,24300.75,-699.25
2,24100,9709.0,9540.0,10076.0,9959.5,24100,24345.25,-654.75
2,24200,9703.0,9538.0,10068.5,9962.5,24200,24328.25,-671.75
2,24300,9691.5,9524.5,10061.5,9964.5,24300,24295.25,-704.75
2,24400,9686.5,9587.0,10061.5,9967.5,24400,24351.25,-648.75
2,24500,9703.5,9616.0,10053.5,9969.5,24500,24388.25,-611.75
2,24600,9735.0,9596.0,10051.5,9966.5,24600,24399.25,-600.75
2,24700,9735.5,9642.0,10060.5,9973.5,24700,24451.25,-548.75
2,24800,9725.5,9640.0,10063.5,9980.0,24800,24439.0,-561.0
2,24900,9728.5,9642.5,10060.5,9984.5,24900,24439.25,-560.75
2,25000,9737.0,9602.0,10053.5,9990.5,25000,24397.25,-602.75
2,25100,9723.5,9652.0,10060.5,9984.5,25100,24443.75,-556.25
2,25200,9734.5,9650.5,10061.5,9982.5,25200,24455.25,-544.75
2,25300,9728.5,9641.0,10065.5,9989.5,25300,24440.25,-559.75
2,25400,9709.5,9604.0,10052.0,9992.5,25400,24369.25,-630.75
2,25500,9715.5,9619.0,10059.5,9992.5,25500,24397.75,-602.25
2,25600,9699.5,9621.5,10053.5,9993.5,25600,24377.75,-622.25
2,25700,9680.5,9618.0,10045.5,9999.5,25700,24344.25,-655.75
2,25800,9673.0,9633.0,10044.5,9995.5,25800,24352.75,-647.25
2,25900,9671.5,9606.0,10040.0,10000.5,25900,24317.25,-682.75
2,26000,9671.0,9596.5,10028.5,10005.5,26000,24293.25,-706.75
2,26100,9673.5,9620.0,10041.5,10008.5,26100,24330.75,-669.25
2,26200,9668.5,9597.0,10035.5,10015.5,26200,24293.25,-706.75
2,26300,9657.5,9593.0,10035.5,10009.5,26300,24281.25,-718.75
2,26400,9642.5,9540.5,10042.5,10014.5,26400,24218.25,-781.75
2,26500,9650.0,9550.0,10038.5,10023.5,26500,24226.75,-773.25
2,26600,9649.0,9558.5,10046.5,10024.5,26600,24241.75,-758.25
2,26700,9657.5,9599.0,10058.5,10022.5,26700,24303.75,-696.25
2,26800,9651.5,9628.0,10059.5,10027.5,26800,24325.25,-674.75
2,26900,9657.0,9628.5,10053.5,10022.5,26900,24327.75,-672.25
2,27000,9674.0,9573.5,10045.5,10020.5,27000,24282.75,-717.25
2,27100,9668.5,9558.5,10045.5,10020.5,27100,24262.25,-737.75
2,27200,9680.5,9536.5,10045.5,10018.5,27200,24253.25,-746.75
2,27300,9694.0,9558.5,10033.5,10020.5,27300,24275.75,-724.25
2,27400,9694.5,9525.0,10030.5,10021.5,27400,24239.25,-760.75
2,27500,9683.5,9543.0,10021.5,10013.5,27500,24241.25,-758.75
2,27600,9670.5,9513.0,10031.5,10008.5,27600,24210.75,-789.25
2,27700,9674.5,9570.5,10028.0,10008.5,27700,24268.75,-731.25
2,27800,9692.0,9608.5,10021.5,10018.5,27800,24312.75,-687.25
2,27900,9705.5,9606.0,10015.5,10019.5,27900,24317.25,-682.75
2,28000,9683.5,9549.0,10014.5,10018.5,28000,24237.75,-762.25
2,28100,9666.5,9551.5,10005.5,10023.5,28100,24211.75,-788.25
2,28200,9672.5,9537.0,10002.5,10033.5,28200,24195.25,-804.75
2,28300,9678.0,9549.5,9998.5,10037.5,28300,24207.25,-792.75
2,28400,9681.5,9541.5,9997.5,10033.5,28400,24203.75,-796.25
2,28500,9689.5,9614.5,10001.5,10032.5,28500,24289.25,-710.75
2,28600,9693.5,9581.0,9992.5,10026.5,28600,24253.75,-746.25
2,28700,9701.0,9579.0,9992.5,10030.5,28700,24257.25,-742.75
2,28800,9715.5,9523.0,10000.5,10038.5,28800,24219.75,-780.25
2,28900,9705.5,9495.0,10001.5,10036.5,28900,24183.75,-816.25
2,29000,9695.5,9457.5,10000.5,10027.5,29000,24139.75,-860.25
2,29100,9683.0,9508.0,9994.5,10035.5,29100,24167.75,-832.25
2,29200,9672.5,9513.5,9992.0,10026.0,29200,24165.0,-835.0
2,29300,9692.0,9557.0,9994.5,10033.0,29300,24227.0,-773.0
2,29400,9701.5,9568.5,9995.5,10039.5,29400,24245.75,-754.25
2,29500,9700.5,9579.0,9992.5,10040.5,29500,24251.75,-748.25
2,29600,9681.5,9605.0,9990.5,10045.5,29600,24254.25,-745.75
2,29700,9686.5,9691.5,9991.5,10050.5,29700,24344.25,-655.75
2,29800,9682.0,9687.0,9988.5,10048.5,29800,24333.25,-666.75
2,29900,9673.5,9680.5,9975.5,10046.5,29900,24306.25,-693.75
2,30000,9678.5,9703.5,9964.5,10040.5,30000,24326.25,-673.75
2,30100,9683.5,9693.5,9959.5,10050.5,30100,24311.25,-688.75
2,30200,9685.5,9712.5,9955.5,10062.5,30200,24322.25,-677.75
2,30300,9694.5,9670.5,9959.5,10060.5,30300,24294.25,-705.75
2,30400,9684.5,9697.5,9958.5,10059.5,30400,24310.75,-689.25
2,30500,9662.5,9693.5,9957.5,10060.5,30500,24283.25,-716.75
2,30600,9664.5,9733.5,9954.5,10049.5,30600,24327.75,-672.25
2,30700,9645.0,9783.5,9952.5,10051.5,30700,24355.25,-644.75
2,30800,9662.0,9772.0,9956.5,10048.0,30800,24366.5,-633.5
2,30900,9660.5,9775.5,9961.5,10053.5,30900,24370.75,-629.25
2,31000,9662.5,9767.5,9960.5,10050.0,31000,24365.5,-634.5
2,31100,9673.0,9840.0,9955.5,10051.5,31100,24442.75,-557.25
2,31200,9653.5,9854.5,9961.0,10051.5,31200,24443.25,-556.75
2,31300,9640.5,9815.5,9956.5,10060.5,31300,24382.25,-617.75
2,31400,9640.5,9851.5,9948.5,10065.5,31400,24407.75,-592.25
2,31500,9630.5,9832.5,9941.5,10065.5,31500,24371.75,-628.25
2,31600,9636.0,9862.5,9941.5,10070.0,31600,24405.0,-595.0
2,31700,9644.5,9864.5,9951.5,10072.0,31700,24424.5,-575.5
2,31800,9646.5,9804.5,9954.5,10074.0,31800,24368.5,-631.5
2,31900,9644.5,9828.5,9944.5,10078.5,31900,24378.25,-621.75
2,32000,9640.0,9772.0,9947.5,10071.5,32000,24323.75,-676.25
2,32100,9636.5,9784.0,9948.5,10069.5,32100,24334.25,-665.75
2,32200,9623.5,9748.5,9955.5,10071.5,32200,24291.75,-708.25
2,32300,9615.5,9711.0,9966.5,10068.5,32300,24258.75,-741.25
2,32400,9621.5,9715.5,9971.5,10068.5,32400,24274.25,-725.75
2,32500,9614.5,9768.0,9973.5,10071.5,32500,24320.25,-679.75
2,32600,9612.0,9775.0,9965.5,10068.5,32600,24318.25,-681.75
2,32700,9608.5,9748.0,9958.5,10062.5,32700,24283.75,-716.25
2,32800,9616.0,9803.5,9950.5,10067.5,32800,24336.25,-663.75
2,32900,9626.0,9753.5,9943.5,10068.0,32900,24289.0,-711.0
2,33000,9624.5,9792.5,9951.5,10060.5,33000,24338.25,-661.75
2,33100,9618.0,9739.5,9953.5,10059.5,33100,24281.25,-718.75
2,33200,9615.5,9741.5,9951.5,10060.5,33200,24278.25,-721.75
2,33300,9624.5,9759.0,9943.5,10059.5,33300,24297.25,-702.75
2,33400,9628.0,9717.5,9944.5,10061.5,33400,24259.25,-740.75
2,33500,9608.5,9707.0,9941.5,10057.5,33500,24228.25,-771.75
2,33600,9616.0,9735.0,9945.5,10058.5,33600,24267.25,-732.75
2,33700,9619.5,9707.0,9938.5,10067.5,33700,24231.25,-768.75
2,33800,9631.0,9729.5,9944.5,10060.5,33800,24274.75,-725.25
2,33900,9633.0,9699.0,9951.5,10076.5,33900,24245.25,-754.75
2,34000,9620.0,9664.5,9950.5,10086.5,34000,24191.75,-808.25
2,34100,9624.5,9661.5,9947.5,10087.0,34100,24190.0,-810.0
2,34200,9630.5,9659.0,9937.5,10077.5,34200,24188.25,-811.75
2,34300,9622.5,9660.5,9933.5,10069.5,34300,24181.75,-818.25
2,34400,9621.0,9679.5,9924.5,10069.5,34400,24190.25,-809.75
2,34500,9618.0,9672.5,9920.5,10063.5,34500,24179.25,-820.75
2,34600,9620.0,9673.0,9925.5,10062.5,34600,24187.25,-812.75
2,34700,9628.5,9689.0,9922.5,10057.5,34700,24211.25,-788.75
2,34800,9628.5,9663.0,9915.5,10065.5,34800,24174.25,-825.75
2,34900,9629.0,9651.0,9922.5,10068.5,34900,24168.25,-831.75
2,35000,9640.0,9640.0,9923.5,10069.5,35000,24168.75,-831.25
2,35100,9634.0,9677.5,9927.5,10074.5,35100,24201.75,-798.25
2,35200,9660.0,9685.5,9918.0,10075.5,35200,24225.75,-774.25
2,35300,9648.5,9663.0,9931.5,10072.5,35300,24206.75,-793.25
2,35400,9656.5,9685.5,9930.5,10071.5,35400,24236.75,-763.25
2,35500,9660.5,9706.5,9941.5,10068.5,35500,24274.25,-725.75
2,35600,9657.0,9691.5,9935.5,10066.0,35600,24251.0,-749.0
2,35700,9664.0,9706.0,9935.5,10074.5,35700,24268.25,-731.75
2,35800,9666.5,9689.5,9937.5,10063.5,35800,24261.75,-738.25
2,35900,9667.5,9703.5,9932.0,10067.5,35900,24269.25,-730.75
2,36000,9679.0,9769.0,9939.5,10070.5,36000,24352.25,-647.75
2,36100,9682.0,9749.5,9938.5,10067.5,36100,24336.25,-663.75
2,36200,9693.0,9765.0,9941.5,10065.5,36200,24366.75,-633.25
2,36300,9685.5,9730.0,9952.5,10067.5,36300,24334.25,-665.75
